# Hoverboard test (1048576 1 1000000000)
# time(ns),sleep_time(ns),repetitions
2328417,400000000,1
2279125,400000000,1
2385938,400000000,1
2307746,400000000,1
2257865,400000000,1
2300806,400000000,1
2306606,400000000,1
2262645,400000000,1
# Hoverboard test (1048576 1 200000000)
# time(ns),sleep_time(ns),repetitions
22601869,200000000,1
2167221,200000000,1
1805351,200000000,1
2053948,200000000,1
2233923,200000000,1
2253943,200000000,1
2616144,200000000,1
2264285,200000000,1
2168811,200000000,1
2105019,200000000,1
2082130,200000000,1
2469390,200000000,1
2152872,200000000,1
2087980,200000000,1
2067289,200000000,1
2230073,200000000,1
2437739,200000000,1
2119651,200000000,1
2112851,200000000,1
2100890,200000000,1
2116911,200000000,1
2433719,200000000,1
2117960,200000000,1
2139702,200000000,1
2105800,200000000,1
2204454,200000000,1
2230634,200000000,1
2215043,200000000,1
2105891,200000000,1
2504062,200000000,1
# Hoverboard test (1048576 1 0)
# time(ns),sleep_time(ns),repetitions
18841261,0,1
2057849,0,1
2184013,0,1
2029348,0,1
1944504,0,1
1998977,0,1
1971396,0,1
1954995,0,1
1929475,0,1
2006877,0,1
1992217,0,1
1954086,0,1
1939825,0,1
1987416,0,1
1900405,0,1
1926675,0,1
1941025,0,1
1973297,0,1
1987896,0,1
1987757,0,1
1936225,0,1
1955076,0,1
1918214,0,1
1954516,0,1
1986028,0,1
1961816,0,1
2036727,0,1
2012616,0,1
1941375,0,1
1934565,0,1
# Hoverboard test (1048576 1 200000001)
# time(ns),sleep_time(ns),repetitions
21487308,200000001,1
2174231,200000001,1
2119280,200000001,1
2096130,200000001,1
2137861,200000001,1
2547132,200000001,1
2125621,200000001,1
2117560,200000001,1
2137371,200000001,1
2161512,200000001,1
2471401,200000001,1
2122991,200000001,1
2240174,200000001,1
2152481,200000001,1
2139472,200000001,1
2589755,200000001,1
2167801,200000001,1
2153272,200000001,1
2164141,200000001,1
2114471,200000001,1
2432519,200000001,1
2140860,200000001,1
2162972,200000001,1
2185893,200000001,1
2133790,200000001,1
2159461,200000001,1
2266954,200000001,1
2142691,200000001,1
2542423,200000001,1
2270285,200000001,1
# Hoverboard test (1048576 1 400000001)
# time(ns),sleep_time(ns),repetitions
22672402,400000001,1
2249805,400000001,1
2251514,400000001,1
2328497,400000001,1
2176303,400000001,1
2158332,400000001,1
2685687,400000001,1
2151981,400000001,1
2239074,400000001,1
2200533,400000001,1
2173391,400000001,1
2148072,400000001,1
2764839,400000001,1
2154371,400000001,1
2160671,400000001,1
2166592,400000001,1
2058888,400000001,1
2196582,400000001,1
2164662,400000001,1
2062549,400000001,1
2716357,400000001,1
2135160,400000001,1
2158902,400000001,1
2102459,400000001,1
2178983,400000001,1
2255075,400000001,1
2327516,400000001,1
2203993,400000001,1
2167181,400000001,1
2180112,400000001,1
# Hoverboard test (1048576 1 600000001)
# time(ns),sleep_time(ns),repetitions
22079365,600000001,1
2280375,600000001,1
2300565,600000001,1
2680537,600000001,1
2368578,600000001,1
2743708,600000001,1
2529083,600000001,1
2728497,600000001,1
2430790,600000001,1
2570713,600000001,1
2364587,600000001,1
2388527,600000001,1
2689087,600000001,1
2380699,600000001,1
2673677,600000001,1
2268704,600000001,1
2313696,600000001,1
2303486,600000001,1
2259484,600000001,1
2612125,600000001,1
2286555,600000001,1
2625045,600000001,1
2276885,600000001,1
2228373,600000001,1
2248494,600000001,1
2261365,600000001,1
2266864,600000001,1
2607075,600000001,1
2259365,600000001,1
2543692,600000001,1
# Hoverboard test (1048576 1 800000001)
# time(ns),sleep_time(ns),repetitions
18134911,800000001,1
2256715,800000001,1
2622155,800000001,1
2156511,800000001,1
2619904,800000001,1
2147882,800000001,1
2520791,800000001,1
2247204,800000001,1
2614545,800000001,1
2256525,800000001,1
2370548,800000001,1
2508691,800000001,1
2347958,800000001,1
2475621,800000001,1
2337637,800000001,1
2147872,800000001,1
2319496,800000001,1
2258324,800000001,1
2593964,800000001,1
2145942,800000001,1
2602604,800000001,1
2197202,800000001,1
2330547,800000001,1
2160152,800000001,1
2345296,800000001,1
2224044,800000001,1
2597955,800000001,1
2254015,800000001,1
2658976,800000001,1
2192593,800000001,1
# Hoverboard test (1048576 1 1000000001)
# time(ns),sleep_time(ns),repetitions
17706308,1000000001,1
2602325,1000000001,1
2647235,1000000001,1
2598535,1000000001,1
2553932,1000000001,1
2289285,1000000001,1
2596324,1000000001,1
2478160,1000000001,1
2322697,1000000001,1
2650936,1000000001,1
2580494,1000000001,1
2360438,1000000001,1
2288265,1000000001,1
2205123,1000000001,1
2602344,1000000001,1
2624024,1000000001,1
2325626,1000000001,1
2265965,1000000001,1
2299956,1000000001,1
2576833,1000000001,1
2540563,1000000001,1
2313386,1000000001,1
2331996,1000000001,1
2251093,1000000001,1
2302906,1000000001,1
2288755,1000000001,1
2284715,1000000001,1
2584454,1000000001,1
2618175,1000000001,1
2377148,1000000001,1
