# Hoverboard test (1048576 1 1000000000)
# time(ns),sleep_time(ns),repetitions
22191329,400000001,1
2695533,400000001,1
2744108,400000001,1
2321199,400000001,1
2157334,400000001,1
3136758,400000001,1
3435710,400000001,1
2921837,400000001,1
2807667,400000001,1
2902398,400000001,1
2296952,400000001,1
2605903,400000001,1
2578719,400000001,1
1922676,400000001,1
2699771,400000001,1
2380221,400000001,1
1995885,400000001,1
2226306,400000001,1
2283956,400000001,1
2084936,400000001,1
2382134,400000001,1
2313293,400000001,1
1725438,400000001,1
2246234,400000001,1
2060600,400000001,1
1839005,400000001,1
2574422,400000001,1
2156682,400000001,1
1772869,400000001,1
1943264,400000001,1
# Hoverboard test (1048576 1 600000001)
# time(ns),sleep_time(ns),repetitions
24418525,600000001,1
4477349,600000001,1
3775338,600000001,1
3885428,600000001,1
3615703,600000001,1
3737636,600000001,1
3555688,600000001,1
3675767,600000001,1
3365824,600000001,1
3941546,600000001,1
3345847,600000001,1
3334224,600000001,1
3063818,600000001,1
2938438,600000001,1
2573329,600000001,1
2973213,600000001,1
2813257,600000001,1
2922848,600000001,1
2671106,600000001,1
3459723,600000001,1
2776408,600000001,1
2910805,600000001,1
2641280,600000001,1
2628625,600000001,1
2673029,600000001,1
2932487,600000001,1
2202320,600000001,1
2422761,600000001,1
2123989,600000001,1
2614357,600000001,1
# Hoverboard test (1048576 1 800000001)
# time(ns),sleep_time(ns),repetitions
23197468,800000001,1
2951272,800000001,1
2998221,800000001,1
2337889,800000001,1
3131988,800000001,1
2297331,800000001,1
2998101,800000001,1
1801824,800000001,1
2626560,800000001,1
1883669,800000001,1
2937785,800000001,1
2053284,800000001,1
2763684,800000001,1
2236435,800000001,1
3242397,800000001,1
2659352,800000001,1
3206578,800000001,1
2468468,800000001,1
2618285,800000001,1
1787157,800000001,1
2879355,800000001,1
1704038,800000001,1
3501114,800000001,1
2411429,800000001,1
2633403,800000001,1
2061670,800000001,1
3193805,800000001,1
2167223,800000001,1
3693059,800000001,1
2352055,800000001,1
# Hoverboard test (1048576 1 1000000001)
# time(ns),sleep_time(ns),repetitions
22601806,1000000001,1
3019721,1000000001,1
3342670,1000000001,1
2993623,1000000001,1
2950140,1000000001,1
3013120,1000000001,1
3213071,1000000001,1
2924871,1000000001,1
3359461,1000000001,1
3086640,1000000001,1
3336959,1000000001,1
3082280,1000000001,1
3001717,1000000001,1
3008472,1000000001,1
3429115,1000000001,1
2950209,1000000001,1
2526179,1000000001,1
2773902,1000000001,1
2711293,1000000001,1
2881177,1000000001,1
2869937,1000000001,1
2993092,1000000001,1
2813466,1000000001,1
2813107,1000000001,1
2831873,1000000001,1
2827004,1000000001,1
2648963,1000000001,1
2728687,1000000001,1
2791424,1000000001,1
3371544,1000000001,1
