# Hoverboard test (1048576 1 1000000000)
# time(ns),sleep_time(ns),repetitions
2460993,400000000,1
2338197,400000000,1
2719271,400000000,1
2264214,400000000,1
2410540,400000000,1
2675079,400000000,1
2438761,400000000,1
2462441,400000000,1
2449971,400000000,1
2422421,400000000,1
2739291,400000000,1
2421909,400000000,1
2468302,400000000,1
2643888,400000000,1
2388690,400000000,1
2379789,400000000,1
2330198,400000000,1
2243265,400000000,1
2308447,400000000,1
2235374,400000000,1
2506803,400000000,1
2133320,400000000,1
2170393,400000000,1
# Hoverboard test (1048576 1 200000000)
# time(ns),sleep_time(ns),repetitions
17795786,200000000,1
2364128,200000000,1
2259665,200000000,1
2432391,200000000,1
2216054,200000000,1
2330767,200000000,1
2776772,200000000,1
2281935,200000000,1
2319136,200000000,1
2332207,200000000,1
2185902,200000000,1
2583616,200000000,1
2274256,200000000,1
2238184,200000000,1
2316696,200000000,1
2269475,200000000,1
2556925,200000000,1
2276845,200000000,1
2259316,200000000,1
2277866,200000000,1
2281276,200000000,1
2550345,200000000,1
2290385,200000000,1
2302517,200000000,1
2300347,200000000,1
2271916,200000000,1
2256745,200000000,1
2220993,200000000,1
2292935,200000000,1
2636258,200000000,1
# Hoverboard test (1048576 1 0)
# time(ns),sleep_time(ns),repetitions
21817920,0,1
2003817,0,1
1940705,0,1
1913384,0,1
1896913,0,1
1888252,0,1
1892252,0,1
1882382,0,1
1895733,0,1
1890384,0,1
1886193,0,1
1905424,0,1
1878451,0,1
1875493,0,1
1864383,0,1
1877911,0,1
1897914,0,1
1870481,0,1
1913963,0,1
1882443,0,1
1998886,0,1
2024758,0,1
2015807,0,1
1979426,0,1
2036478,0,1
1894672,0,1
1908584,0,1
1923903,0,1
2018448,0,1
2037867,0,1
# Hoverboard test (1048576 1 200000001)
# time(ns),sleep_time(ns),repetitions
21779529,200000001,1
2246004,200000001,1
2306157,200000001,1
2270054,200000001,1
2130301,200000001,1
2695570,200000001,1
2340698,200000001,1
2304247,200000001,1
2301247,200000001,1
2271965,200000001,1
2554736,200000001,1
2253125,200000001,1
2298395,200000001,1
2141402,200000001,1
2241965,200000001,1
2548594,200000001,1
2256985,200000001,1
2265806,200000001,1
2281287,200000001,1
2252234,200000001,1
2479643,200000001,1
2272945,200000001,1
2490532,200000001,1
2238375,200000001,1
2319848,200000001,1
2366658,200000001,1
2158532,200000001,1
2155141,200000001,1
2148921,200000001,1
2191314,200000001,1
# Hoverboard test (1048576 1 400000001)
# time(ns),sleep_time(ns),repetitions
22058047,400000001,1
2123740,400000001,1
2183703,400000001,1
2803874,400000001,1
2258476,400000001,1
2156531,400000001,1
2281905,400000001,1
2378390,400000001,1
2306016,400000001,1
2826313,400000001,1
2313876,400000001,1
2264996,400000001,1
2256964,400000001,1
2273466,400000001,1
2194004,400000001,1
2237174,400000001,1
2255994,400000001,1
2552125,400000001,1
2262675,400000001,1
2217354,400000001,1
2271685,400000001,1
2554214,400000001,1
2363069,400000001,1
2277595,400000001,1
2371109,400000001,1
2265555,400000001,1
2285426,400000001,1
2600286,400000001,1
2248104,400000001,1
2207353,400000001,1
# Hoverboard test (1048576 1 600000001)
# time(ns),sleep_time(ns),repetitions
26471216,600000001,1
2216754,600000001,1
2666048,600000001,1
2405701,600000001,1
2810444,600000001,1
2228525,600000001,1
2803813,600000001,1
2384989,600000001,1
2645978,600000001,1
2322878,600000001,1
2299236,600000001,1
2625858,600000001,1
2387989,600000001,1
2569626,600000001,1
2387999,600000001,1
2390319,600000001,1
2326958,600000001,1
2264696,600000001,1
2612456,600000001,1
2326738,600000001,1
2535513,600000001,1
2314576,600000001,1
2283145,600000001,1
2247345,600000001,1
2232994,600000001,1
2379819,600000001,1
2263006,600000001,1
2629868,600000001,1
2349158,600000001,1
2577156,600000001,1
# Hoverboard test (1048576 1 800000001)
# time(ns),sleep_time(ns),repetitions
22916647,800000001,1
2297276,800000001,1
2585826,800000001,1
2280695,800000001,1
2604316,800000001,1
2398789,800000001,1
2501302,800000001,1
2314516,800000001,1
2491033,800000001,1
2270696,800000001,1
2248415,800000001,1
2725421,800000001,1
2180913,800000001,1
2753223,800000001,1
2149691,800000001,1
2237295,800000001,1
2259945,800000001,1
2207924,800000001,1
2376910,800000001,1
2285335,800000001,1
2489053,800000001,1
2384178,800000001,1
2093170,800000001,1
2251794,800000001,1
2273585,800000001,1
2552794,800000001,1
2258875,800000001,1
2471982,800000001,1
2137390,800000001,1
2665228,800000001,1
# Hoverboard test (1048576 1 1000000001)
# time(ns),sleep_time(ns),repetitions
21830580,1000000001,1
2662718,1000000001,1
2767743,1000000001,1
2774002,1000000001,1
2729051,1000000001,1
2530204,1000000001,1
2554425,1000000001,1
3030541,1000000001,1
2419060,1000000001,1
2381070,1000000001,1
2726751,1000000001,1
2379558,1000000001,1
2294617,1000000001,1
2465452,1000000001,1
2413349,1000000001,1
2825795,1000000001,1
2453471,1000000001,1
2439662,1000000001,1
2400149,1000000001,1
2365609,1000000001,1
2561365,1000000001,1
2410510,1000000001,1
2417450,1000000001,1
2359589,1000000001,1
2436911,1000000001,1
2332387,1000000001,1
2419361,1000000001,1
2380259,1000000001,1
2705770,1000000001,1
2401970,1000000001,1
