# Hoverboard test (1048576 1 1000000000)
# time(ns),sleep_time(ns),repetitions
201414,600000001,1
131724,600000001,1
136413,600000001,1
134553,600000001,1
126613,600000001,1
131354,600000001,1
133674,600000001,1
130823,600000001,1
123883,600000001,1
206995,600000001,1
136644,600000001,1
129283,600000001,1
# Hoverboard test (1048576 1 800000001)
# time(ns),sleep_time(ns),repetitions
137755610,800000001,1
367661,800000001,1
124924,800000001,1
129814,800000001,1
133524,800000001,1
207465,800000001,1
129473,800000001,1
133402,800000001,1
132134,800000001,1
134524,800000001,1
124393,800000001,1
204805,800000001,1
134934,800000001,1
133974,800000001,1
126022,800000001,1
129214,800000001,1
133793,800000001,1
203384,800000001,1
125754,800000001,1
135514,800000001,1
133624,800000001,1
126832,800000001,1
127613,800000001,1
130253,800000001,1
135133,800000001,1
131444,800000001,1
177304,800000001,1
130623,800000001,1
133714,800000001,1
133604,800000001,1
# Hoverboard test (1048576 1 1000000001)
# time(ns),sleep_time(ns),repetitions
135282509,1000000001,1
367830,1000000001,1
130702,1000000001,1
212826,1000000001,1
144303,1000000001,1
136273,1000000001,1
215056,1000000001,1
133854,1000000001,1
139713,1000000001,1
210636,1000000001,1
132874,1000000001,1
135584,1000000001,1
139413,1000000001,1
211245,1000000001,1
133353,1000000001,1
135113,1000000001,1
134874,1000000001,1
129403,1000000001,1
129833,1000000001,1
212486,1000000001,1
144664,1000000001,1
135394,1000000001,1
132332,1000000001,1
129974,1000000001,1
139133,1000000001,1
131873,1000000001,1
127453,1000000001,1
210625,1000000001,1
138933,1000000001,1
132103,1000000001,1
