# size n PRTT(1,0,s) PRTT(n,0,s) PRTT(n,PRTT(1,0,s),s) L o_s o_r g G lsqu(g,G)
# to get o: plot "./loggp.out" using 1:(($5-$3)/($2-1)-$3)
# to get g,G: plot "./loggp.out" using 1:($4-$3)/($2-1)
1 10 4.829000 6.829000 49.211000 2.414500 0.102333 0.227667 -nan -nan -nan
21505 10 19.839000 62.413000 229.939000 2.414500 3.505444 4.759000 2.779017 0.000092 0.637012
22529 10 19.859000 62.902000 230.608000 2.414500 3.557556 4.829000 2.785057 0.000092 0.621862
23553 10 19.970000 64.301000 231.179000 2.414500 3.497667 4.965556 2.786313 0.000091 0.607574
24577 10 20.281000 65.782000 234.459000 2.414500 3.516556 5.126889 2.784762 0.000092 0.594234
25601 10 20.501000 67.482000 236.729000 2.414500 3.524333 5.277889 2.778662 0.000092 0.581966
26625 10 20.441000 68.452000 236.369000 2.414500 3.551000 5.353444 2.772306 0.000093 0.570486
27649 10 20.919000 69.392000 240.859000 2.414500 3.518778 5.409111 2.769835 0.000093 0.559452
28673 10 21.110000 70.393000 242.599000 2.414500 3.499889 5.521222 2.768115 0.000094 0.549016
29697 10 21.241000 72.182000 244.149000 2.414500 3.526556 5.704667 2.761343 0.000094 0.539489
30721 10 21.631000 72.933000 248.049000 2.414500 3.526556 5.768889 2.758903 0.000095 0.530155
31745 10 21.590000 74.283000 247.689000 2.414500 3.532111 5.866778 2.753543 0.000095 0.521495
32769 10 21.741000 115.204000 311.372000 2.414500 10.440222 10.359222 2.503987 0.000119 0.919112
33793 10 21.730000 114.264000 309.591000 2.414500 10.254556 10.221333 2.301332 0.000137 1.100928
34817 10 21.800000 111.835000 308.382000 2.414500 10.042444 10.056778 2.148086 0.000151 1.185847
35841 10 21.940000 112.504000 310.291000 2.414500 10.099000 10.059111 2.019973 0.000162 1.237062
36865 10 21.691000 110.344000 306.301000 2.414500 9.932333 9.895778 1.927177 0.000170 1.255203
37889 10 22.301000 110.643000 311.871000 2.414500 9.873444 9.827000 1.856146 0.000175 1.259019
38913 10 22.050000 110.845000 310.373000 2.414500 9.985889 9.868111 1.799945 0.000180 1.255578
39937 10 22.140000 112.164000 311.412000 2.414500 10.001333 9.960222 1.752666 0.000183 1.248895
40961 10 22.721000 112.634000 317.593000 2.414500 10.042556 9.952333 1.719977 0.000186 1.237676
41985 10 22.971000 113.484000 320.193000 2.414500 10.053667 10.009111 1.696498 0.000188 1.224713
43009 10 22.630000 113.593000 317.553000 2.414500 10.139222 10.072444 1.681800 0.000189 1.210740
44033 10 23.321000 116.294000 326.252000 2.414500 10.338000 10.273556 1.667429 0.000190 1.197281
45057 10 23.231000 120.764000 330.323000 2.414500 10.890333 10.796889 1.641613 0.000191 1.186739
46081 10 23.521000 119.914000 332.033000 2.414500 10.758111 10.721444 1.631633 0.000192 1.173709
47105 10 23.711000 122.285000 336.213000 2.414500 11.011444 10.935778 1.620856 0.000193 1.161236
48129 10 24.031000 121.784000 338.382000 2.414500 10.896889 10.864667 1.622454 0.000193 1.148559
49153 10 24.101000 121.485000 338.833000 2.414500 10.869222 10.807000 1.633041 0.000192 1.136930
50177 10 24.320000 122.133000 341.253000 2.414500 10.894778 10.843667 1.648217 0.000191 1.126412
51201 10 24.380000 123.254000 343.202000 2.414500 11.044667 10.976889 1.664834 0.000190 1.116567
52225 10 24.230000 123.584000 341.704000 2.414500 11.044889 10.982444 1.685038 0.000189 1.107937
53249 10 24.530000 124.184000 344.912000 2.414500 11.068000 11.024778 1.709109 0.000188 1.100792
54273 10 24.701000 124.414000 346.983000 2.414500 11.108111 11.005778 1.737522 0.000186 1.095530
55297 10 24.901000 123.574000 347.762000 2.414500 10.972444 10.930333 1.773967 0.000184 1.094167
56321 10 24.760000 123.105000 346.043000 2.414500 10.938111 10.867000 1.814868 0.000182 1.095540
57345 10 25.061000 123.385000 348.963000 2.414500 10.928111 10.923667 1.858564 0.000179 1.098907
58369 10 25.721000 124.614000 355.663000 2.414500 10.939222 10.919111 1.902552 0.000177 1.102777
59393 10 25.141000 124.404000 351.273000 2.414500 11.095889 10.931333 1.947442 0.000175 1.107526
60417 10 25.461000 126.005000 355.373000 2.414500 11.195889 11.130222 1.989865 0.000173 1.111010
61441 10 25.500000 126.545000 356.764000 2.414500 11.307111 11.200222 2.032691 0.000171 1.115038
62465 10 25.941000 127.645000 361.684000 2.414500 11.363778 11.252556 2.075279 0.000168 1.119194
63489 10 25.731000 128.544000 360.603000 2.414500 11.477000 11.343667 2.116074 0.000167 1.122502
64513 10 26.030000 129.496000 363.223000 2.414500 11.435889 11.401444 2.156690 0.000165 1.125967
65537 10 26.461000 129.054000 367.564000 2.414500 11.439333 11.351333 2.202066 0.000162 1.132821
66561 10 26.711000 129.105000 369.953000 2.414500 11.427000 11.351444 2.249554 0.000160 1.141399
67585 10 26.981000 129.865000 373.285000 2.414500 11.497222 11.441222 2.296723 0.000158 1.149927
68609 10 26.991000 129.955000 373.243000 2.414500 11.481444 11.421333 2.344821 0.000156 1.159324
69633 10 26.750000 130.584000 371.993000 2.414500 11.610333 11.550222 2.391275 0.000154 1.167664
70657 10 27.431000 131.985000 378.884000 2.414500 11.619333 11.604667 2.436622 0.000152 1.175377
71681 10 27.341000 132.974000 378.934000 2.414500 11.724889 11.739111 2.479822 0.000150 1.181759
72705 10 27.191000 131.806000 376.735000 2.414500 11.647222 11.640333 2.527208 0.000148 1.191365
73729 10 27.121000 132.524000 377.365000 2.414500 11.795000 11.701333 2.573115 0.000146 1.200004
74753 10 27.801000 132.245000 382.885000 2.414500 11.652778 11.651333 2.622649 0.000144 1.211588
75777 10 27.660000 133.345000 382.665000 2.414500 11.785000 11.741444 2.669213 0.000142 1.220958
76801 10 28.150000 133.905000 387.534000 2.414500 11.781556 11.766889 2.716279 0.000141 1.230843
77825 10 28.041000 133.734000 386.344000 2.414500 11.770444 11.849222 2.764127 0.000139 1.241457
78849 10 27.210000 134.526000 379.865000 2.414500 11.973889 11.982556 2.808033 0.000137 1.249210
79873 10 27.430000 135.354000 382.035000 2.414500 11.970556 12.072444 2.850997 0.000135 1.256433
80897 10 27.461000 135.174000 382.004000 2.414500 11.932667 12.012556 2.895238 0.000134 1.264735
81921 10 27.360000 134.524000 380.964000 2.414500 11.929333 12.003667 2.941518 0.000132 1.274712
82945 10 27.470000 134.575000 381.645000 2.414500 11.882778 11.991333 2.988370 0.000130 1.285242
83969 10 27.700000 134.976000 383.795000 2.414500 11.866111 12.055778 3.035119 0.000129 1.295785
84993 10 27.571000 134.684000 383.035000 2.414500 11.925000 11.933556 3.082586 0.000127 1.306990
86017 10 27.530000 133.195000 381.414000 2.414500 11.790444 11.857000 3.133924 0.000125 1.321503
87041 10 28.061000 133.605000 386.204000 2.414500 11.732667 11.819111 3.185519 0.000123 1.336248
88065 10 27.681000 132.465000 381.573000 2.414500 11.640333 11.723667 3.238888 0.000121 1.352567
89089 10 27.731000 132.296000 382.335000 2.414500 11.669444 11.764667 3.292553 0.000120 1.369121
90113 10 27.911000 131.305000 382.845000 2.414500 11.526111 11.527000 3.348751 0.000118 1.387974
91137 10 28.140000 131.505000 384.804000 2.414500 11.489333 11.503556 3.404550 0.000116 1.406357
92161 10 27.921000 132.464000 383.714000 2.414500 11.611556 11.644778 3.457084 0.000114 1.421704
93185 10 27.940000 132.016000 383.515000 2.414500 11.568333 11.571333 3.510369 0.000112 1.437710
94209 10 27.971000 132.136000 384.675000 2.414500 11.662778 11.610333 3.563035 0.000111 1.453148
95233 10 28.041000 133.895000 385.435000 2.414500 11.669444 11.618111 3.611423 0.000109 1.464964
96257 10 28.201000 135.985000 389.574000 2.414500 11.951556 11.989111 3.655219 0.000108 1.473285
97281 10 28.180000 136.764000 391.755000 2.414500 12.217222 11.996889 3.697211 0.000107 1.480409
98305 10 28.390000 136.675000 392.474000 2.414500 12.063778 12.012444 3.739922 0.000105 1.488171
99329 10 28.491000 137.665000 394.366000 2.414500 12.161778 12.135889 3.780671 0.000104 1.494647
100353 10 28.581000 136.465000 393.635000 2.414500 11.980556 12.028222 3.824294 0.000103 1.503327
101377 10 28.420000 134.064000 389.305000 2.414500 11.678333 11.735778 3.872645 0.000101 1.515842
102401 10 28.480000 133.104000 389.485000 2.414500 11.631667 11.648000 3.922814 0.000100 1.529935
103425 10 28.731000 133.985000 392.786000 2.414500 11.719556 11.672556 3.971177 0.000098 1.542511
104449 10 28.862000 134.635000 394.644000 2.414500 11.780444 11.733556 4.018045 0.000097 1.553897
105473 10 28.970000 135.605000 396.045000 2.414500 11.816111 11.844778 4.062763 0.000096 1.563639
106497 10 29.321000 135.505000 399.545000 2.414500 11.815000 11.839333 4.108127 0.000094 1.573964
107521 10 29.300000 136.265000 399.725000 2.414500 11.858333 11.819222 4.151569 0.000093 1.582872
108545 10 29.390000 136.644000 400.775000 2.414500 11.875000 11.851444 4.194164 0.000092 1.591231
109569 10 29.591000 136.044000 402.275000 2.414500 11.818333 11.818000 4.238118 0.000091 1.600710
110593 10 29.761000 136.604000 404.276000 2.414500 11.851778 11.892556 4.280974 0.000090 1.609427
111617 10 29.890000 136.874000 405.986000 2.414500 11.898444 11.865778 4.323258 0.000088 1.617798
112641 10 30.031000 137.186000 407.326000 2.414500 11.890667 11.895778 4.364923 0.000087 1.625795
113665 10 30.260000 137.084000 409.446000 2.414500 11.871778 11.880333 4.406951 0.000086 1.634150
114689 10 30.480000 137.864000 411.936000 2.414500 11.904000 11.954778 4.447597 0.000085 1.641569
115713 10 30.431000 138.254000 412.105000 2.414500 11.977222 11.988000 4.487143 0.000084 1.648290
116737 10 30.852000 140.074000 417.765000 2.414500 12.138333 12.137000 4.523822 0.000083 1.653140
117761 10 30.791000 140.415000 417.116000 2.414500 12.134000 12.157000 4.559623 0.000082 1.657522
118785 10 31.181000 143.685000 424.037000 2.414500 12.469667 12.484667 4.589989 0.000081 1.658735
119809 10 31.441000 142.015000 425.066000 2.414500 12.295111 12.270222 4.624008 0.000081 1.662230
120833 10 31.581000 145.514000 429.666000 2.414500 12.650667 12.631333 4.651855 0.000080 1.662304
121857 10 31.541000 144.446000 428.306000 2.414500 12.544000 12.492667 4.681745 0.000079 1.663596
122881 10 31.651000 148.255000 432.767000 2.414500 12.917444 12.876000 4.705098 0.000079 1.661731
123905 10 31.991000 148.316000 436.417000 2.414500 12.945222 12.845889 4.729290 0.000078 1.660358
124929 10 31.741000 145.445000 430.835000 2.414500 12.602778 12.617000 4.758400 0.000077 1.661604
125953 10 32.051000 147.375000 436.076000 2.414500 12.840667 12.816889 4.784766 0.000077 1.661492
126977 10 31.770000 144.096000 429.645000 2.414500 12.438333 12.422444 4.816520 0.000076 1.664527
128001 10 31.770000 144.824000 430.226000 2.414500 12.502889 12.481444 4.846982 0.000075 1.666879
129025 10 31.671000 143.835000 428.527000 2.414500 12.424111 12.401333 4.878966 0.000074 1.670264
130049 10 31.961000 144.665000 431.537000 2.414500 12.436333 12.438111 4.909965 0.000074 1.673132
