# Hoverboard test (1048576 1 1000000000)
# time(ns),sleep_time(ns),repetitions
130412,200000000,1
130901,200000000,1
130453,200000000,1
131302,200000000,1
129411,200000000,1
126121,200000000,1
132921,200000000,1
129842,200000000,1
129813,200000000,1
150711,200000000,1
131762,200000000,1
132511,200000000,1
271154,200000000,1
128952,200000000,1
# Hoverboard test (1048576 1 0)
# time(ns),sleep_time(ns),repetitions
11115398,0,1
111532,0,1
99451,0,1
97042,0,1
97622,0,1
97991,0,1
97052,0,1
97981,0,1
98671,0,1
97561,0,1
97312,0,1
99341,0,1
96782,0,1
96902,0,1
96191,0,1
96602,0,1
97131,0,1
96821,0,1
97072,0,1
98482,0,1
96112,0,1
98691,0,1
98681,0,1
98612,0,1
99191,0,1
96802,0,1
97012,0,1
96910,0,1
98771,0,1
96841,0,1
# Hoverboard test (1048576 1 200000001)
# time(ns),sleep_time(ns),repetitions
11304692,200000001,1
152123,200000001,1
131512,200000001,1
126422,200000001,1
358416,200000001,1
111141,200000001,1
121763,200000001,1
122073,200000001,1
122743,200000001,1
121823,200000001,1
138262,200000001,1
123471,200000001,1
135262,200000001,1
123482,200000001,1
123071,200000001,1
229805,200000001,1
125112,200000001,1
129072,200000001,1
125061,200000001,1
123432,200000001,1
122951,200000001,1
120321,200000001,1
122511,200000001,1
125281,200000001,1
124721,200000001,1
137881,200000001,1
124302,200000001,1
121151,200000001,1
224594,200000001,1
125413,200000001,1
# Hoverboard test (1048576 1 400000001)
# time(ns),sleep_time(ns),repetitions
14872552,400000001,1
164993,400000001,1
148913,400000001,1
532200,400000001,1
152872,400000001,1
134202,400000001,1
134183,400000001,1
128921,400000001,1
133591,400000001,1
370766,400000001,1
198222,400000001,1
129551,400000001,1
194874,400000001,1
127502,400000001,1
127202,400000001,1
251185,400000001,1
128972,400000001,1
128852,400000001,1
125301,400000001,1
122752,400000001,1
129981,400000001,1
217005,400000001,1
125601,400000001,1
126351,400000001,1
126692,400000001,1
185852,400000001,1
127562,400000001,1
215305,400000001,1
124762,400000001,1
127692,400000001,1
# Hoverboard test (1048576 1 600000001)
# time(ns),sleep_time(ns),repetitions
11422064,600000001,1
157873,600000001,1
492189,600000001,1
129002,600000001,1
130122,600000001,1
125812,600000001,1
265665,600000001,1
130061,600000001,1
128913,600000001,1
124801,600000001,1
159183,600000001,1
126932,600000001,1
163323,600000001,1
125752,600000001,1
275416,600000001,1
129661,600000001,1
128113,600000001,1
132852,600000001,1
129573,600000001,1
124762,600000001,1
123892,600000001,1
123393,600000001,1
124701,600000001,1
125202,600000001,1
126222,600000001,1
162642,600000001,1
128571,600000001,1
123141,600000001,1
136193,600000001,1
130062,600000001,1
# Hoverboard test (1048576 1 800000001)
# time(ns),sleep_time(ns),repetitions
14594037,800000001,1
161432,800000001,1
455118,800000001,1
133812,800000001,1
131822,800000001,1
127321,800000001,1
260824,800000001,1
126643,800000001,1
134962,800000001,1
125602,800000001,1
192054,800000001,1
128272,800000001,1
234904,800000001,1
133751,800000001,1
233954,800000001,1
147802,800000001,1
348487,800000001,1
132553,800000001,1
127512,800000001,1
128272,800000001,1
200713,800000001,1
125031,800000001,1
133061,800000001,1
126282,800000001,1
132201,800000001,1
206014,800000001,1
134752,800000001,1
125793,800000001,1
172693,800000001,1
128503,800000001,1
# Hoverboard test (1048576 1 1000000001)
# time(ns),sleep_time(ns),repetitions
11467075,1000000001,1
831266,1000000001,1
139192,1000000001,1
313295,1000000001,1
136243,1000000001,1
208373,1000000001,1
205664,1000000001,1
135192,1000000001,1
133792,1000000001,1
298795,1000000001,1
162673,1000000001,1
128061,1000000001,1
162432,1000000001,1
133353,1000000001,1
197083,1000000001,1
126601,1000000001,1
142502,1000000001,1
234865,1000000001,1
133611,1000000001,1
208173,1000000001,1
128783,1000000001,1
131801,1000000001,1
132322,1000000001,1
137271,1000000001,1
134203,1000000001,1
177593,1000000001,1
131613,1000000001,1
205124,1000000001,1
132813,1000000001,1
129802,1000000001,1
