# Hoverboard test (1048576 1 1000000000)
# time(ns),sleep_time(ns),repetitions
1756107,200000001,1
2235685,200000001,1
1775904,200000001,1
1853230,200000001,1
1722906,200000001,1
1777949,200000001,1
1841859,200000001,1
1766346,200000001,1
1769010,200000001,1
1810328,200000001,1
1771195,200000001,1
# Hoverboard test (1048576 1 400000001)
# time(ns),sleep_time(ns),repetitions
22066563,400000001,1
1855424,400000001,1
2021593,400000001,1
1917109,400000001,1
1684623,400000001,1
1796001,400000001,1
1720139,400000001,1
2085714,400000001,1
1743234,400000001,1
1793107,400000001,1
1757049,400000001,1
1848851,400000001,1
1821080,400000001,1
2169601,400000001,1
1723115,400000001,1
1848931,400000001,1
1738945,400000001,1
1875752,400000001,1
2018199,400000001,1
1642855,400000001,1
1853389,400000001,1
2151817,400000001,1
1687119,400000001,1
1716913,400000001,1
1825998,400000001,1
1637726,400000001,1
1760394,400000001,1
1863738,400000001,1
1623850,400000001,1
1681227,400000001,1
# Hoverboard test (1048576 1 600000001)
# time(ns),sleep_time(ns),repetitions
19243618,600000001,1
1733544,600000001,1
1785422,600000001,1
1655760,600000001,1
1846738,600000001,1
2077498,600000001,1
1736270,600000001,1
1709911,600000001,1
1832180,600000001,1
2118567,600000001,1
1843811,600000001,1
1730019,600000001,1
1794069,600000001,1
1643636,600000001,1
2084502,600000001,1
1714380,600000001,1
1799628,600000001,1
1699561,600000001,1
1770044,600000001,1
1697597,600000001,1
1659226,600000001,1
2033438,600000001,1
1722164,600000001,1
1688141,600000001,1
1687519,600000001,1
1704571,600000001,1
1741801,600000001,1
1704400,600000001,1
1746579,600000001,1
1656641,600000001,1
# Hoverboard test (1048576 1 800000001)
# time(ns),sleep_time(ns),repetitions
18585796,800000001,1
1694302,800000001,1
1838522,800000001,1
1723556,800000001,1
2107935,800000001,1
1727323,800000001,1
1611315,800000001,1
1653625,800000001,1
2126622,800000001,1
1681297,800000001,1
1762358,800000001,1
1650609,800000001,1
1801923,800000001,1
1612329,800000001,1
2440519,800000001,1
1593363,800000001,1
2184909,800000001,1
1572955,800000001,1
1711403,800000001,1
1615013,800000001,1
2392189,800000001,1
1640341,800000001,1
1993863,800000001,1
1690154,800000001,1
2025631,800000001,1
1628558,800000001,1
2091015,800000001,1
1645501,800000001,1
1911799,800000001,1
1623650,800000001,1
# Hoverboard test (1048576 1 1000000001)
# time(ns),sleep_time(ns),repetitions
19835836,1000000001,1
2304024,1000000001,1
2704012,1000000001,1
2295356,1000000001,1
2530166,1000000001,1
2446851,1000000001,1
2494189,1000000001,1
2501984,1000000001,1
2016704,1000000001,1
2067370,1000000001,1
2694675,1000000001,1
2403498,1000000001,1
2373282,1000000001,1
2058825,1000000001,1
2114388,1000000001,1
2432124,1000000001,1
1947396,1000000001,1
2040901,1000000001,1
1937627,1000000001,1
1977132,1000000001,1
2419699,1000000001,1
2044197,1000000001,1
2062983,1000000001,1
1998080,1000000001,1
2081987,1000000001,1
2011235,1000000001,1
2106102,1000000001,1
2076798,1000000001,1
2308843,1000000001,1
2008299,1000000001,1
