# Hoverboard test (1048576 1 1000000000)
# time(ns),sleep_time(ns),repetitions
93922,0,1
94073,0,1
94342,0,1
94201,0,1
94092,0,1
94002,0,1
95333,0,1
94351,0,1
93763,0,1
93743,0,1
96753,0,1
94941,0,1
94163,0,1
93812,0,1
93461,0,1
93773,0,1
94232,0,1
93732,0,1
94391,0,1
93962,0,1
94202,0,1
93661,0,1
94142,0,1
93843,0,1
# Hoverboard test (1048576 1 200000001)
# time(ns),sleep_time(ns),repetitions
132884261,200000001,1
149043,200000001,1
121612,200000001,1
200325,200000001,1
125734,200000001,1
121532,200000001,1
124383,200000001,1
124443,200000001,1
133594,200000001,1
124204,200000001,1
119603,200000001,1
120073,200000001,1
131763,200000001,1
124063,200000001,1
198546,200000001,1
124704,200000001,1
130242,200000001,1
123033,200000001,1
123843,200000001,1
120802,200000001,1
130622,200000001,1
124514,200000001,1
123424,200000001,1
127023,200000001,1
134543,200000001,1
122732,200000001,1
121444,200000001,1
205045,200000001,1
138884,200000001,1
123024,200000001,1
# Hoverboard test (1048576 1 400000001)
# time(ns),sleep_time(ns),repetitions
137648349,400000001,1
150663,400000001,1
200886,400000001,1
121014,400000001,1
135433,400000001,1
127554,400000001,1
124013,400000001,1
129543,400000001,1
198306,400000001,1
129234,400000001,1
130914,400000001,1
124862,400000001,1
134243,400000001,1
127893,400000001,1
128193,400000001,1
124063,400000001,1
196136,400000001,1
128573,400000001,1
125504,400000001,1
125383,400000001,1
137244,400000001,1
126894,400000001,1
125043,400000001,1
126153,400000001,1
131833,400000001,1
125813,400000001,1
197164,400000001,1
122312,400000001,1
133073,400000001,1
129884,400000001,1
# Hoverboard test (1048576 1 600000001)
# time(ns),sleep_time(ns),repetitions
138543555,600000001,1
141224,600000001,1
206335,600000001,1
127174,600000001,1
137633,600000001,1
127314,600000001,1
202864,600000001,1
126724,600000001,1
138463,600000001,1
127792,600000001,1
126633,600000001,1
122182,600000001,1
202535,600000001,1
128634,600000001,1
123413,600000001,1
122433,600000001,1
135024,600000001,1
127814,600000001,1
202736,600000001,1
126642,600000001,1
136603,600000001,1
125564,600000001,1
126402,600000001,1
126914,600000001,1
132902,600000001,1
124733,600000001,1
124694,600000001,1
199946,600000001,1
137664,600000001,1
122613,600000001,1
# Hoverboard test (1048576 1 800000001)
# time(ns),sleep_time(ns),repetitions
139580065,800000001,1
149983,800000001,1
210265,800000001,1
124473,800000001,1
134913,800000001,1
125973,800000001,1
207146,800000001,1
128303,800000001,1
134624,800000001,1
121883,800000001,1
206375,800000001,1
118913,800000001,1
137083,800000001,1
126584,800000001,1
121253,800000001,1
126714,800000001,1
138043,800000001,1
125182,800000001,1
209566,800000001,1
122552,800000001,1
137373,800000001,1
123794,800000001,1
125874,800000001,1
125133,800000001,1
137084,800000001,1
125802,800000001,1
208686,800000001,1
121323,800000001,1
137013,800000001,1
124493,800000001,1
# Hoverboard test (1048576 1 1000000001)
# time(ns),sleep_time(ns),repetitions
135330103,1000000001,1
369010,1000000001,1
126353,1000000001,1
206895,1000000001,1
133614,1000000001,1
130053,1000000001,1
209597,1000000001,1
131273,1000000001,1
136654,1000000001,1
201596,1000000001,1
122132,1000000001,1
124114,1000000001,1
134024,1000000001,1
199054,1000000001,1
124544,1000000001,1
126523,1000000001,1
139424,1000000001,1
125763,1000000001,1
130093,1000000001,1
206035,1000000001,1
138503,1000000001,1
123133,1000000001,1
124113,1000000001,1
125454,1000000001,1
135894,1000000001,1
128103,1000000001,1
126953,1000000001,1
203226,1000000001,1
137984,1000000001,1
127983,1000000001,1
